locus_tag	ftype	length_bp	gene	EC_number	COG	product
JIEPOILB_01500	CDS	3372				hypothetical protein
JIEPOILB_01501	CDS	150				hypothetical protein
JIEPOILB_01502	CDS	108				hypothetical protein
JIEPOILB_01503	CDS	1608				hypothetical protein
JIEPOILB_01504	CDS	1770	tssF1_2			Type VI secretion system component TssF1
JIEPOILB_01505	CDS	1083				hypothetical protein
JIEPOILB_01506	CDS	525				hypothetical protein
JIEPOILB_01507	CDS	2322	vgrG2b_3	3.4.24.-		Type VI secretion system spike protein VgrG2b
JIEPOILB_01508	CDS	504				hypothetical protein
JIEPOILB_01509	CDS	345				hypothetical protein
JIEPOILB_01510	CDS	771				hypothetical protein
JIEPOILB_01511	CDS	723				hypothetical protein
JIEPOILB_01512	CDS	1257				hypothetical protein
JIEPOILB_01513	CDS	465	vgrG2b_4	3.4.24.-		Type VI secretion system spike protein VgrG2b
JIEPOILB_01514	CDS	885				hypothetical protein
JIEPOILB_01515	CDS	558				hypothetical protein
JIEPOILB_01516	CDS	534				hypothetical protein
JIEPOILB_01517	tRNA	75				tRNA-Arg(cct)
JIEPOILB_01518	CDS	1170	intA_3		COG0582	Prophage integrase IntA
JIEPOILB_01519	CDS	843				hypothetical protein
JIEPOILB_01520	CDS	804				hypothetical protein
JIEPOILB_01521	CDS	516				hypothetical protein
JIEPOILB_01522	CDS	384				hypothetical protein
JIEPOILB_01523	CDS	1077				hypothetical protein
JIEPOILB_01524	CDS	135				hypothetical protein
JIEPOILB_01525	CDS	786				hypothetical protein
JIEPOILB_01526	CDS	300				hypothetical protein
JIEPOILB_01527	CDS	696			COG2932	putative HTH-type transcriptional regulator
JIEPOILB_01528	CDS	243				hypothetical protein
JIEPOILB_01529	CDS	462				hypothetical protein
JIEPOILB_01530	CDS	954				hypothetical protein
JIEPOILB_01531	CDS	810	dam_2	2.1.1.72	COG0338	DNA adenine methylase
JIEPOILB_01532	CDS	378	rusA	3.1.21.10	COG4570	Crossover junction endodeoxyribonuclease RusA
JIEPOILB_01533	CDS	909				hypothetical protein
JIEPOILB_01534	CDS	579				hypothetical protein
JIEPOILB_01535	CDS	426				hypothetical protein
JIEPOILB_01536	CDS	396				hypothetical protein
JIEPOILB_01537	CDS	282				hypothetical protein
JIEPOILB_01538	CDS	630				hypothetical protein
JIEPOILB_01539	CDS	276				hypothetical protein
JIEPOILB_01540	CDS	660				hypothetical protein
JIEPOILB_01541	CDS	498				hypothetical protein
JIEPOILB_01542	CDS	1752				hypothetical protein
JIEPOILB_01543	CDS	162				hypothetical protein
JIEPOILB_01544	CDS	1227				hypothetical protein
JIEPOILB_01545	CDS	600				hypothetical protein
JIEPOILB_01546	CDS	1239				hypothetical protein
JIEPOILB_01547	CDS	318				hypothetical protein
JIEPOILB_01548	CDS	339				hypothetical protein
JIEPOILB_01549	CDS	450				hypothetical protein
JIEPOILB_01550	CDS	348				hypothetical protein
JIEPOILB_01551	CDS	705				hypothetical protein
JIEPOILB_01552	CDS	366				hypothetical protein
JIEPOILB_01553	CDS	306				hypothetical protein
JIEPOILB_01554	CDS	234				hypothetical protein
JIEPOILB_01555	CDS	3387				hypothetical protein
JIEPOILB_01556	CDS	474				hypothetical protein
JIEPOILB_01557	CDS	477				hypothetical protein
JIEPOILB_01558	CDS	381				hypothetical protein
JIEPOILB_01559	CDS	3078				hypothetical protein
JIEPOILB_01560	CDS	2604				hypothetical protein
JIEPOILB_01561	CDS	1095				hypothetical protein
JIEPOILB_01562	CDS	1089	oatA	2.3.1.-	COG1835	O-acetyltransferase OatA
JIEPOILB_01563	CDS	321				hypothetical protein
JIEPOILB_01564	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
JIEPOILB_01565	CDS	762	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
JIEPOILB_01566	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
JIEPOILB_01567	CDS	285				hypothetical protein
JIEPOILB_01568	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
JIEPOILB_01569	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
JIEPOILB_01570	CDS	387	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
JIEPOILB_01571	CDS	552	smrB	3.1.-.-	COG2840	Ribosome rescue factor SmrB
JIEPOILB_01572	CDS	933	prmB	2.1.1.298	COG2890	Ribosomal protein uL3 glutamine methyltransferase
JIEPOILB_01573	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
JIEPOILB_01574	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
JIEPOILB_01575	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
JIEPOILB_01576	CDS	549	epmC	1.14.13.-	COG3101	Elongation factor P lysine hydroxylase
JIEPOILB_01577	CDS	282				hypothetical protein
JIEPOILB_01578	CDS	1989	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JIEPOILB_01579	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
JIEPOILB_01580	CDS	1176	yfcJ_1		COG2814	putative MFS-type transporter YfcJ
JIEPOILB_01581	CDS	1062	flk			Flagellar regulator flk
JIEPOILB_01582	CDS	1137	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
JIEPOILB_01583	CDS	1014	usg		COG0136	USG-1 protein
JIEPOILB_01584	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
JIEPOILB_01585	CDS	660	dedA			DedA family protein
JIEPOILB_01586	CDS	984	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
JIEPOILB_01587	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
JIEPOILB_01588	CDS	690	dedD		COG3147	Cell division protein DedD
JIEPOILB_01589	CDS	489	cvpA		COG1286	Colicin V production protein
JIEPOILB_01590	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
JIEPOILB_01591	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
JIEPOILB_01592	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
JIEPOILB_01593	CDS	783	hisJ_1			Histidine-binding periplasmic protein
JIEPOILB_01594	CDS	687	hisQ_1			Histidine/lysine/arginine/ornithine transport system permease protein HisQ
JIEPOILB_01595	CDS	717	hisM		COG4160	Histidine/lysine/arginine/ornithine transport system permease protein HisM
JIEPOILB_01596	CDS	774	hisP	7.4.2.1	COG4598	Histidine/lysine/arginine/ornithine transport ATP-binding protein HisP
JIEPOILB_01597	CDS	528				hypothetical protein
JIEPOILB_01598	CDS	894				Epimerase family protein
JIEPOILB_01599	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
JIEPOILB_01600	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
JIEPOILB_01601	CDS	639	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
JIEPOILB_01602	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
JIEPOILB_01603	CDS	552	yfcD	3.6.-.-	COG1443	putative Nudix hydrolase YfcD
JIEPOILB_01604	CDS	2148	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
JIEPOILB_01605	CDS	1203	ackA	2.7.2.1		Acetate kinase AckA
JIEPOILB_01606	CDS	456				hypothetical protein
JIEPOILB_01607	CDS	495				hypothetical protein
JIEPOILB_01608	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
JIEPOILB_01609	CDS	1833				hypothetical protein
JIEPOILB_01610	CDS	600	yfbR_1	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
JIEPOILB_01611	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
JIEPOILB_01612	CDS	927	lrhA_1		COG0583	putative HTH-type transcriptional regulator LrhA
JIEPOILB_01613	CDS	360	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
JIEPOILB_01614	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
JIEPOILB_01615	CDS	1809	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
JIEPOILB_01616	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
JIEPOILB_01617	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
JIEPOILB_01618	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
JIEPOILB_01619	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
JIEPOILB_01620	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
JIEPOILB_01621	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
JIEPOILB_01622	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
JIEPOILB_01623	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
JIEPOILB_01624	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
JIEPOILB_01625	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
JIEPOILB_01626	CDS	921	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
JIEPOILB_01627	CDS	459	elaA		COG2153	Protein ElaA
JIEPOILB_01628	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
JIEPOILB_01629	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
JIEPOILB_01630	CDS	759	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JIEPOILB_01631	CDS	858	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
JIEPOILB_01632	CDS	966	menC	4.2.1.113		o-succinylbenzoate synthase
JIEPOILB_01633	CDS	1377	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
JIEPOILB_01634	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
JIEPOILB_01635	CDS	942				ISNCY family transposase ISRor2
JIEPOILB_01636	CDS	543				hypothetical protein
JIEPOILB_01637	CDS	1197	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
JIEPOILB_01638	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
JIEPOILB_01639	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
JIEPOILB_01640	CDS	1293	rhmT		COG2271	Inner membrane transport protein RhmT
JIEPOILB_01641	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
JIEPOILB_01642	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
JIEPOILB_01643	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
JIEPOILB_01644	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
JIEPOILB_01645	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
JIEPOILB_01646	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
JIEPOILB_01647	CDS	255				hypothetical protein
JIEPOILB_01648	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
JIEPOILB_01649	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
JIEPOILB_01650	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
JIEPOILB_01651	CDS	2634	gyrA			DNA gyrase subunit A GyrA
JIEPOILB_01652	CDS	2841	rcsC_2	2.7.13.3	COG0784	Sensor histidine kinase RcsC
JIEPOILB_01653	CDS	651	rcsB			Transcriptional regulatory protein RcsB
JIEPOILB_01654	CDS	2658	rcsD	2.7.2.-	COG0642	Phosphotransferase RcsD
JIEPOILB_01655	CDS	1122	ompC			Outer membrane porin C
JIEPOILB_01656	CDS	1053	apbE_1	2.7.1.180		FAD:protein FMN transferase
JIEPOILB_01657	CDS	1065	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
JIEPOILB_01658	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
JIEPOILB_01659	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
JIEPOILB_01660	CDS	1437	mgtE_2		COG2239	Magnesium transporter MgtE
JIEPOILB_01661	CDS	1239				hypothetical protein
JIEPOILB_01662	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
JIEPOILB_01663	CDS	492	eco		COG4574	Ecotin
JIEPOILB_01664	CDS	1110			COG0628	Putative transport protein
JIEPOILB_01665	tRNA	77				tRNA-Pro(ggg)
JIEPOILB_01666	CDS	1761	yejM			Inner membrane protein YejM
JIEPOILB_01667	CDS	264				hypothetical protein
JIEPOILB_01668	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
JIEPOILB_01669	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
JIEPOILB_01670	CDS	597	nudK_2	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
JIEPOILB_01671	CDS	1287				hypothetical protein
JIEPOILB_01672	CDS	888				hypothetical protein
JIEPOILB_01673	CDS	285	rplY		COG1825	Large ribosomal subunit protein bL25
JIEPOILB_01674	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
JIEPOILB_01675	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
JIEPOILB_01676	CDS	1197	bcr_2		COG2814	Bicyclomycin resistance protein
JIEPOILB_01677	CDS	345	yejG			putative protein YejG
JIEPOILB_01678	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
JIEPOILB_01679	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
JIEPOILB_01680	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
JIEPOILB_01681	CDS	1806	yejA		COG4166	putative protein YejA
JIEPOILB_01682	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
JIEPOILB_01683	CDS	570	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
JIEPOILB_01684	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
JIEPOILB_01685	CDS	978	yeiR	3.6.5.-	COG0523	Zinc chaperone YeiR
JIEPOILB_01686	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
JIEPOILB_01687	CDS	1191	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
JIEPOILB_01688	CDS	573	yeiP		COG0231	Elongation factor P-like protein
JIEPOILB_01689	CDS	780				hypothetical protein
JIEPOILB_01690	CDS	1182	setB		COG2814	Sugar efflux transporter B
JIEPOILB_01691	CDS	1131	fruB_1			Multiphosphoryl transfer protein
JIEPOILB_01692	CDS	939	fruK	2.7.1.56	COG1105	1-phosphofructokinase
JIEPOILB_01693	CDS	1695	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
JIEPOILB_01694	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
JIEPOILB_01695	CDS	1050				hypothetical protein
JIEPOILB_01696	CDS	867	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
JIEPOILB_01697	CDS	1470	lysP		COG0833	Lysine-specific permease LysP
JIEPOILB_01698	CDS	1974	cirA			catecholate siderophore receptor CirA
JIEPOILB_01699	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
JIEPOILB_01700	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
JIEPOILB_01701	CDS	1158				hypothetical protein
JIEPOILB_01702	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
JIEPOILB_01703	CDS	999	mglB		COG1879	D-galactose/methyl-galactoside binding periplasmic protein MglB
JIEPOILB_01704	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
JIEPOILB_01705	CDS	1011	mglC		COG4211	Galactose/methyl galactoside import permease protein MglC
JIEPOILB_01706	CDS	717				hypothetical protein
JIEPOILB_01707	CDS	885	cdd	3.5.4.5		Cytidine deaminase
JIEPOILB_01708	CDS	699	yohK_1		COG1346	Inner membrane protein YohK
JIEPOILB_01709	CDS	399				hypothetical protein
JIEPOILB_01710	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
JIEPOILB_01711	CDS	1365	oprB			Porin B
JIEPOILB_01712	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
JIEPOILB_01713	CDS	1863	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
JIEPOILB_01714	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
JIEPOILB_01715	CDS	1440	opmQ			Pyoverdine export outer membrane protein OpmQ
JIEPOILB_01716	CDS	570	yohD		COG0586	Inner membrane protein YohD
JIEPOILB_01717	CDS	588	yohC			Inner membrane protein YohC
JIEPOILB_01718	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
JIEPOILB_01719	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
JIEPOILB_01720	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
JIEPOILB_01721	CDS	2298		3.2.1.-	COG1472	Beta-xylosidase
JIEPOILB_01722	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
JIEPOILB_01723	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
JIEPOILB_01724	CDS	948	yehX	7.4.2.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
JIEPOILB_01725	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
JIEPOILB_01726	CDS	114				hypothetical protein
JIEPOILB_01727	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
JIEPOILB_01728	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
JIEPOILB_01729	CDS	471				hypothetical protein
JIEPOILB_01730	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
JIEPOILB_01731	CDS	1110	apbC			Iron-sulfur cluster carrier protein
JIEPOILB_01732	CDS	462	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
JIEPOILB_01733	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
JIEPOILB_01734	CDS	900	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
JIEPOILB_01735	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
JIEPOILB_01736	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
JIEPOILB_01737	CDS	915	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
JIEPOILB_01738	CDS	423				hypothetical protein
JIEPOILB_01739	CDS	774	thiM	2.7.1.50		Hydroxyethylthiazole kinase
JIEPOILB_01740	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
JIEPOILB_01741	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
JIEPOILB_01742	CDS	1284	csbX_1		COG2814	Alpha-ketoglutarate permease
JIEPOILB_01743	CDS	1608	araB_1	2.7.1.16	COG1069	Ribulokinase
JIEPOILB_01744	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
JIEPOILB_01745	CDS	1002	purR_1			HTH-type transcriptional repressor PurR
JIEPOILB_01746	CDS	942	eryD			Erythritol catabolism regulatory protein EryD
JIEPOILB_01747	CDS	1368	mtlK	1.1.1.67		Mannitol 2-dehydrogenase
JIEPOILB_01748	CDS	1464	xylB_2	2.7.1.17	COG1070	Xylulose kinase
JIEPOILB_01749	CDS	1161	csbX_2		COG2814	Alpha-ketoglutarate permease
JIEPOILB_01750	CDS	663	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
JIEPOILB_01751	CDS	1155	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
JIEPOILB_01752	CDS	1623	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
JIEPOILB_01753	CDS	1038	dppB_2			Di/tripeptide transport system permease protein DppB
JIEPOILB_01754	CDS	906	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
JIEPOILB_01755	CDS	864	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
JIEPOILB_01756	CDS	774	oppF_1	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
JIEPOILB_01757	CDS	897	yegS	2.7.1.-		putative lipid kinase YegS
JIEPOILB_01758	CDS	1362	trhP	3.4.-.-	COG0826	tRNA hydroxylation protein P
JIEPOILB_01759	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
JIEPOILB_01760	CDS	1479	baeS			two-component system sensor histidine kinase BaeS
JIEPOILB_01761	CDS	1416	mdtD		COG2814	Putative multidrug resistance protein MdtD
JIEPOILB_01762	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
JIEPOILB_01763	CDS	3123	mdtB			Multidrug resistance protein MdtB
JIEPOILB_01764	CDS	1239	mdtA_1		COG0845	Multidrug resistance protein MdtA
JIEPOILB_01765	CDS	1275	dctA_2		COG1301	C4-dicarboxylate transport protein
JIEPOILB_01766	CDS	612				hypothetical protein
JIEPOILB_01767	CDS	141				hypothetical protein
JIEPOILB_01768	CDS	702	phoP_1			Virulence transcriptional regulatory protein PhoP
JIEPOILB_01769	CDS	1857	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
JIEPOILB_01770	CDS	1353	dnaK_1			Chaperone protein DnaK
JIEPOILB_01771	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
JIEPOILB_01772	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
JIEPOILB_01773	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
JIEPOILB_01774	CDS	1848				hypothetical protein
JIEPOILB_01775	CDS	1584				hypothetical protein
JIEPOILB_01776	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JIEPOILB_01777	CDS	630				hypothetical protein
JIEPOILB_01778	CDS	1440				hypothetical protein
JIEPOILB_01779	CDS	1134	wza		COG1596	Putative polysaccharide export protein Wza
JIEPOILB_01780	CDS	2160		2.7.10.-		Putative tyrosine-protein kinase in cps region
JIEPOILB_01781	CDS	1419	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
JIEPOILB_01782	CDS	1260				hypothetical protein
JIEPOILB_01783	CDS	873				hypothetical protein
JIEPOILB_01784	CDS	819	wbbD	2.4.1.303		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
JIEPOILB_01785	CDS	1056				hypothetical protein
JIEPOILB_01786	CDS	1080	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
JIEPOILB_01787	CDS	903				hypothetical protein
JIEPOILB_01788	CDS	828				hypothetical protein
JIEPOILB_01789	CDS	1305	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
JIEPOILB_01790	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JIEPOILB_01791	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JIEPOILB_01792	CDS	1005	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
JIEPOILB_01793	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
JIEPOILB_01794	CDS	741	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
JIEPOILB_01795	CDS	1896				hypothetical protein
JIEPOILB_01796	CDS	1155	rfbD	5.4.99.9		UDP-galactopyranose mutase
JIEPOILB_01797	CDS	894				hypothetical protein
JIEPOILB_01798	CDS	1131	pglA	2.4.1.290	COG0438	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
JIEPOILB_01799	CDS	1209	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
JIEPOILB_01800	CDS	1461				hypothetical protein
JIEPOILB_01801	CDS	981	ykoT	2.4.-.-	COG0463	putative glycosyltransferase YkoT
JIEPOILB_01802	CDS	378				hypothetical protein
JIEPOILB_01803	CDS	600	hisI			Histidine biosynthesis bifunctional protein HisIE
JIEPOILB_01804	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JIEPOILB_01805	CDS	738	hisA	5.3.1.16		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JIEPOILB_01806	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JIEPOILB_01807	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JIEPOILB_01808	CDS	1062	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
JIEPOILB_01809	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JIEPOILB_01810	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
JIEPOILB_01811	CDS	825	yeeZ		COG0451	Protein YeeZ
JIEPOILB_01812	CDS	891	yhaJ_2		COG0583	HTH-type transcriptional regulator YhaJ
JIEPOILB_01813	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
JIEPOILB_01814	CDS	312				hypothetical protein
JIEPOILB_01815	CDS	2103	fusA1_2			elongation factor G FusA1
JIEPOILB_01816	CDS	786				IS3 family transposase ISKpn1
JIEPOILB_01817	CDS	522				IS3 family transposase ISKpn1
JIEPOILB_01818	CDS	1425	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
JIEPOILB_01819	CDS	1164	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
JIEPOILB_01820	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
JIEPOILB_01821	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
JIEPOILB_01822	CDS	324	tmaR		COG2926	Pole-localizer protein TmaR
JIEPOILB_01823	CDS	741	cobS_1	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
JIEPOILB_01824	CDS	1068	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
JIEPOILB_01825	CDS	1110	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
JIEPOILB_01826	CDS	732				hypothetical protein
JIEPOILB_01827	CDS	390				hypothetical protein
JIEPOILB_01828	CDS	957	dmlR_2		COG0583	HTH-type transcriptional regulator DmlR
JIEPOILB_01829	CDS	741	lipL	2.3.1.204		Lipoyl-[GcvH]:protein N-lipoyltransferase
JIEPOILB_01830	CDS	1320	shiA_1		COG0477	Shikimate transporter
