locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFCJNMFM_01612	CDS	360	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
MFCJNMFM_01613	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
MFCJNMFM_01614	CDS	1809	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
MFCJNMFM_01615	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
MFCJNMFM_01616	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
MFCJNMFM_01617	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
MFCJNMFM_01618	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
MFCJNMFM_01619	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
MFCJNMFM_01620	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
MFCJNMFM_01621	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
MFCJNMFM_01622	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
MFCJNMFM_01623	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
MFCJNMFM_01624	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
MFCJNMFM_01625	CDS	921	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
MFCJNMFM_01626	CDS	459	elaA		COG2153	Protein ElaA
MFCJNMFM_01627	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
MFCJNMFM_01628	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
MFCJNMFM_01629	CDS	759	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MFCJNMFM_01630	CDS	858	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
MFCJNMFM_01631	CDS	966	menC	4.2.1.113		o-succinylbenzoate synthase
MFCJNMFM_01632	CDS	1377	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
MFCJNMFM_01633	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
MFCJNMFM_01634	CDS	942				ISNCY family transposase ISRor2
MFCJNMFM_01635	CDS	543				hypothetical protein
MFCJNMFM_01636	CDS	1197	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
MFCJNMFM_01637	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
MFCJNMFM_01638	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
MFCJNMFM_01639	CDS	1293	rhmT		COG2271	Inner membrane transport protein RhmT
MFCJNMFM_01640	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
MFCJNMFM_01641	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
MFCJNMFM_01642	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
MFCJNMFM_01643	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
MFCJNMFM_01644	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
MFCJNMFM_01645	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
MFCJNMFM_01646	CDS	255				hypothetical protein
MFCJNMFM_01647	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
MFCJNMFM_01648	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
MFCJNMFM_01649	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
MFCJNMFM_01650	CDS	2634	gyrA			DNA gyrase subunit A GyrA
MFCJNMFM_01651	CDS	2841	rcsC_2	2.7.13.3	COG0784	Sensor histidine kinase RcsC
MFCJNMFM_01652	CDS	651	rcsB			Transcriptional regulatory protein RcsB
MFCJNMFM_01653	CDS	2658	rcsD	2.7.2.-	COG0642	Phosphotransferase RcsD
MFCJNMFM_01654	CDS	504			COG1662	IS1 family transposase IS1R
MFCJNMFM_01655	CDS	1122	ompC			Outer membrane porin C
MFCJNMFM_01656	CDS	1053	apbE_1	2.7.1.180		FAD:protein FMN transferase
MFCJNMFM_01657	CDS	1065	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
MFCJNMFM_01658	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
MFCJNMFM_01659	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
MFCJNMFM_01660	CDS	1437	mgtE_2		COG2239	Magnesium transporter MgtE
MFCJNMFM_01661	CDS	1239				hypothetical protein
MFCJNMFM_01662	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
MFCJNMFM_01663	CDS	492	eco		COG4574	Ecotin
MFCJNMFM_01664	CDS	1110			COG0628	Putative transport protein
MFCJNMFM_01665	tRNA	77				tRNA-Pro(ggg)
MFCJNMFM_01666	CDS	1761	yejM			Inner membrane protein YejM
MFCJNMFM_01667	CDS	264				hypothetical protein
MFCJNMFM_01668	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
MFCJNMFM_01669	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
MFCJNMFM_01670	CDS	597	nudK_2	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
MFCJNMFM_01671	CDS	1287				hypothetical protein
MFCJNMFM_01672	CDS	888				hypothetical protein
MFCJNMFM_01673	CDS	285	rplY		COG1825	Large ribosomal subunit protein bL25
MFCJNMFM_01674	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
MFCJNMFM_01675	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
MFCJNMFM_01676	CDS	1197	bcr_2		COG2814	Bicyclomycin resistance protein
MFCJNMFM_01677	CDS	345	yejG			putative protein YejG
MFCJNMFM_01678	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
MFCJNMFM_01679	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
MFCJNMFM_01680	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
MFCJNMFM_01681	CDS	1806	yejA		COG4166	putative protein YejA
MFCJNMFM_01682	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
MFCJNMFM_01683	CDS	570	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
MFCJNMFM_01684	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
MFCJNMFM_01685	CDS	978	yeiR	3.6.5.-	COG0523	Zinc chaperone YeiR
MFCJNMFM_01686	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
MFCJNMFM_01687	CDS	1191	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
MFCJNMFM_01688	CDS	573	yeiP		COG0231	Elongation factor P-like protein
MFCJNMFM_01689	CDS	780				hypothetical protein
MFCJNMFM_01690	CDS	1182	setB		COG2814	Sugar efflux transporter B
MFCJNMFM_01691	CDS	1131	fruB_1			Multiphosphoryl transfer protein
MFCJNMFM_01692	CDS	939	fruK	2.7.1.56	COG1105	1-phosphofructokinase
MFCJNMFM_01693	CDS	1695	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
MFCJNMFM_01694	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
MFCJNMFM_01695	CDS	1050				hypothetical protein
MFCJNMFM_01696	CDS	867	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
MFCJNMFM_01697	CDS	1470	lysP		COG0833	Lysine-specific permease LysP
MFCJNMFM_01698	CDS	1974	cirA			catecholate siderophore receptor CirA
MFCJNMFM_01699	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
MFCJNMFM_01700	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MFCJNMFM_01701	CDS	1158				hypothetical protein
MFCJNMFM_01702	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
MFCJNMFM_01703	CDS	999	mglB		COG1879	D-galactose/methyl-galactoside binding periplasmic protein MglB
MFCJNMFM_01704	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MFCJNMFM_01705	CDS	1011	mglC		COG4211	Galactose/methyl galactoside import permease protein MglC
MFCJNMFM_01706	CDS	717				hypothetical protein
MFCJNMFM_01707	CDS	885	cdd	3.5.4.5		Cytidine deaminase
MFCJNMFM_01708	CDS	699	yohK_1		COG1346	Inner membrane protein YohK
MFCJNMFM_01709	CDS	399				hypothetical protein
MFCJNMFM_01710	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
MFCJNMFM_01711	CDS	1365	oprB			Porin B
MFCJNMFM_01712	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
MFCJNMFM_01713	CDS	1863	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
MFCJNMFM_01714	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
MFCJNMFM_01715	CDS	1440	opmQ			Pyoverdine export outer membrane protein OpmQ
MFCJNMFM_01716	CDS	570	yohD		COG0586	Inner membrane protein YohD
MFCJNMFM_01717	CDS	588	yohC			Inner membrane protein YohC
MFCJNMFM_01718	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
MFCJNMFM_01719	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
MFCJNMFM_01720	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
MFCJNMFM_01721	CDS	2298		3.2.1.-	COG1472	Beta-xylosidase
MFCJNMFM_01722	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
MFCJNMFM_01723	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
MFCJNMFM_01724	CDS	948	yehX	7.4.2.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
MFCJNMFM_01725	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
MFCJNMFM_01726	CDS	114				hypothetical protein
MFCJNMFM_01727	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
MFCJNMFM_01728	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
MFCJNMFM_01729	CDS	471				hypothetical protein
MFCJNMFM_01730	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
MFCJNMFM_01731	CDS	1110	apbC			Iron-sulfur cluster carrier protein
MFCJNMFM_01732	CDS	462	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
MFCJNMFM_01733	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
MFCJNMFM_01734	CDS	900	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
MFCJNMFM_01735	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
MFCJNMFM_01736	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
MFCJNMFM_01737	CDS	915	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
MFCJNMFM_01738	CDS	423				hypothetical protein
MFCJNMFM_01739	CDS	774	thiM	2.7.1.50		Hydroxyethylthiazole kinase
MFCJNMFM_01740	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
MFCJNMFM_01741	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
MFCJNMFM_01742	CDS	1284	csbX_1		COG2814	Alpha-ketoglutarate permease
MFCJNMFM_01743	CDS	1608	araB_1	2.7.1.16	COG1069	Ribulokinase
MFCJNMFM_01744	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
MFCJNMFM_01745	CDS	1002	purR_1			HTH-type transcriptional repressor PurR
MFCJNMFM_01746	CDS	942	eryD			Erythritol catabolism regulatory protein EryD
MFCJNMFM_01747	CDS	1368	mtlK	1.1.1.67		Mannitol 2-dehydrogenase
MFCJNMFM_01748	CDS	684	xylB_2	2.7.1.17	COG1070	Xylulose kinase
MFCJNMFM_01749	CDS	684	xylB_3	2.7.1.17	COG1070	Xylulose kinase
MFCJNMFM_01750	CDS	1161	csbX_2		COG2814	Alpha-ketoglutarate permease
MFCJNMFM_01751	CDS	663	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
MFCJNMFM_01752	CDS	1155	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
MFCJNMFM_01753	CDS	1623	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
MFCJNMFM_01754	CDS	1038	dppB_2			Di/tripeptide transport system permease protein DppB
MFCJNMFM_01755	CDS	906	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MFCJNMFM_01756	CDS	864	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
MFCJNMFM_01757	CDS	774	oppF_1	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
MFCJNMFM_01758	CDS	897	yegS	2.7.1.-		putative lipid kinase YegS
MFCJNMFM_01759	CDS	1362	trhP	3.4.-.-	COG0826	tRNA hydroxylation protein P
MFCJNMFM_01760	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
MFCJNMFM_01761	CDS	1479	baeS			two-component system sensor histidine kinase BaeS
MFCJNMFM_01762	CDS	1416	mdtD		COG2814	Putative multidrug resistance protein MdtD
MFCJNMFM_01763	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
MFCJNMFM_01764	CDS	3123	mdtB			Multidrug resistance protein MdtB
MFCJNMFM_01765	CDS	1239	mdtA_1		COG0845	Multidrug resistance protein MdtA
MFCJNMFM_01766	CDS	1275	dctA_2		COG1301	C4-dicarboxylate transport protein
MFCJNMFM_01767	CDS	612				hypothetical protein
MFCJNMFM_01768	CDS	141				hypothetical protein
MFCJNMFM_01769	CDS	702	phoP_1			Virulence transcriptional regulatory protein PhoP
MFCJNMFM_01770	CDS	1857	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
MFCJNMFM_01771	CDS	1353	dnaK_1			Chaperone protein DnaK
MFCJNMFM_01772	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
MFCJNMFM_01773	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
MFCJNMFM_01774	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
MFCJNMFM_01775	CDS	1848				hypothetical protein
MFCJNMFM_01776	CDS	1584				hypothetical protein
MFCJNMFM_01777	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MFCJNMFM_01778	CDS	630				hypothetical protein
MFCJNMFM_01779	CDS	1440				hypothetical protein
MFCJNMFM_01780	CDS	1134	wza		COG1596	Putative polysaccharide export protein Wza
MFCJNMFM_01781	CDS	2160		2.7.10.-		Putative tyrosine-protein kinase in cps region
MFCJNMFM_01782	CDS	1419	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
MFCJNMFM_01783	CDS	1260				hypothetical protein
MFCJNMFM_01784	CDS	873				hypothetical protein
MFCJNMFM_01785	CDS	819	wbbD	2.4.1.303		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
MFCJNMFM_01786	CDS	1056				hypothetical protein
MFCJNMFM_01787	CDS	1080	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
MFCJNMFM_01788	CDS	555				hypothetical protein
MFCJNMFM_01789	CDS	828				hypothetical protein
MFCJNMFM_01790	CDS	1305	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
MFCJNMFM_01791	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
MFCJNMFM_01792	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
MFCJNMFM_01793	CDS	1005	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
MFCJNMFM_01794	CDS	111				hypothetical protein
MFCJNMFM_01795	CDS	981			COG3039	IS5 family transposase ISKpn26
MFCJNMFM_01796	CDS	378				hypothetical protein
MFCJNMFM_01797	CDS	600	hisI			Histidine biosynthesis bifunctional protein HisIE
MFCJNMFM_01798	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MFCJNMFM_01799	CDS	738	hisA	5.3.1.16		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
MFCJNMFM_01800	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
MFCJNMFM_01801	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
MFCJNMFM_01802	CDS	1062	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
MFCJNMFM_01803	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
MFCJNMFM_01804	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
MFCJNMFM_01805	CDS	825	yeeZ		COG0451	Protein YeeZ
MFCJNMFM_01806	CDS	891	yhaJ_2		COG0583	HTH-type transcriptional regulator YhaJ
MFCJNMFM_01807	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
MFCJNMFM_01808	CDS	312				hypothetical protein
MFCJNMFM_01809	CDS	2103	fusA1_2			elongation factor G FusA1
MFCJNMFM_01810	CDS	786				IS3 family transposase ISKpn1
MFCJNMFM_01811	CDS	522				IS3 family transposase ISKpn1
MFCJNMFM_01812	CDS	1425	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
MFCJNMFM_01813	CDS	1164	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
MFCJNMFM_01814	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
MFCJNMFM_01815	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
MFCJNMFM_01816	CDS	324	tmaR		COG2926	Pole-localizer protein TmaR
MFCJNMFM_01817	CDS	741	cobS_1	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
MFCJNMFM_01818	CDS	1068	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MFCJNMFM_01819	CDS	1110	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
MFCJNMFM_01820	CDS	732				hypothetical protein
MFCJNMFM_01821	CDS	390				hypothetical protein
MFCJNMFM_01822	CDS	957	dmlR_2		COG0583	HTH-type transcriptional regulator DmlR
MFCJNMFM_01823	CDS	741	lipL	2.3.1.204		Lipoyl-[GcvH]:protein N-lipoyltransferase
MFCJNMFM_01824	CDS	1320	shiA_1		COG0477	Shikimate transporter
MFCJNMFM_01825	CDS	381				hypothetical protein
MFCJNMFM_01826	CDS	1788				hypothetical protein
MFCJNMFM_01827	CDS	333	yeaR_1		COG3615	putative protein YeaR
MFCJNMFM_01828	CDS	336				hypothetical protein
MFCJNMFM_01829	CDS	915	gcvA_2		COG0583	Glycine cleavage system transcriptional activator
MFCJNMFM_01830	CDS	576				hypothetical protein
MFCJNMFM_01831	CDS	837	cpo	1.11.1.-		Non-heme chloroperoxidase
MFCJNMFM_01832	CDS	972				hypothetical protein
MFCJNMFM_01833	CDS	1104				hypothetical protein
MFCJNMFM_01834	tRNA	76				tRNA-Asn(gtt)
MFCJNMFM_01835	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
MFCJNMFM_01836	tRNA	76				tRNA-Asn(gtt)
MFCJNMFM_01837	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
MFCJNMFM_01838	CDS	246	pmrD			Signal transduction protein PmrD
MFCJNMFM_01839	CDS	1623	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MFCJNMFM_01840	CDS	933				hypothetical protein
MFCJNMFM_01841	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
MFCJNMFM_01842	CDS	705	acuR		COG1309	Transcriptional regulator AcuR
MFCJNMFM_01843	CDS	1635				hypothetical protein
MFCJNMFM_01844	tRNA	76				tRNA-Asn(gtt)
MFCJNMFM_01845	CDS	918	argP_2			HTH-type transcriptional regulator ArgP
MFCJNMFM_01846	CDS	951	cbl		COG0583	HTH-type transcriptional regulator cbl
MFCJNMFM_01847	CDS	942	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
MFCJNMFM_01848	CDS	921				HTH-type transcriptional regulator
MFCJNMFM_01849	CDS	390	yjgH		COG0251	RutC family protein YjgH
MFCJNMFM_01850	tRNA	76				tRNA-Asn(gtt)
MFCJNMFM_01851	CDS	798	mtfA	3.4.11.-		Mlc titration factor A
MFCJNMFM_01852	tRNA	90				tRNA-Ser(cga)
MFCJNMFM_01853	CDS	1146	ompN_1		COG3203	Outer membrane porin N
MFCJNMFM_01854	CDS	282	drpB			Cell division protein DrpB
MFCJNMFM_01855	CDS	708	yedJ		COG1418	putative protein YedJ
MFCJNMFM_01856	CDS	1401	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
MFCJNMFM_01857	CDS	498	vsr	3.1.-.-	COG3727	DNA mismatch endonuclease Vsr
MFCJNMFM_01858	CDS	912	yedA		COG0697	putative inner membrane transporter YedA
MFCJNMFM_01859	CDS	912	yedI		COG2354	Inner membrane protein YedI
MFCJNMFM_01860	CDS	1680	dgcQ	2.7.7.65	COG3706	putative diguanylate cyclase DgcQ
MFCJNMFM_01861	CDS	225				hypothetical protein
MFCJNMFM_01862	CDS	192	dsrB			Protein DsrB
MFCJNMFM_01863	CDS	624	rcsA		COG2197	Transcriptional regulatory protein RcsA
MFCJNMFM_01864	CDS	432				hypothetical protein
MFCJNMFM_01865	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
MFCJNMFM_01866	CDS	768	tcyJ_1		COG0834	L-cystine-binding protein TcyJ
MFCJNMFM_01867	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
MFCJNMFM_01868	CDS	669	tcyL_1		COG0765	L-cystine transport system permease protein TcyL
MFCJNMFM_01869	CDS	753	tcyN	7.4.2.12	COG1126	L-cystine transport system ATP-binding protein TcyN
MFCJNMFM_01870	CDS	723	sdiA		COG2197	Regulatory protein SdiA
MFCJNMFM_01871	CDS	225				hypothetical protein
MFCJNMFM_01872	CDS	657	uvrY		COG2197	Response regulator UvrY
MFCJNMFM_01873	CDS	1833	uvrC		COG0322	UvrABC system protein C
MFCJNMFM_01874	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MFCJNMFM_01875	tRNA	76				tRNA-Gly(gcc)
MFCJNMFM_01876	tRNA	74				tRNA-Cys(gca)
MFCJNMFM_01877	tRNA	87				tRNA-Leu(taa)
MFCJNMFM_01878	CDS	882	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MFCJNMFM_01879	CDS	669				hypothetical protein
MFCJNMFM_01880	CDS	1143	tyrP		COG0814	Tyrosine-specific transport system
MFCJNMFM_01881	CDS	240				hypothetical protein
MFCJNMFM_01882	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
MFCJNMFM_01883	CDS	639				hypothetical protein
MFCJNMFM_01884	CDS	1422	hsrA_1		COG0477	putative transport protein HsrA
MFCJNMFM_01885	CDS	252				hypothetical protein
MFCJNMFM_01886	CDS	1563	yagG_1		COG2211	Putative glycoside/cation symporter YagG
MFCJNMFM_01887	CDS	510	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
MFCJNMFM_01888	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
MFCJNMFM_01889	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
MFCJNMFM_01890	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
MFCJNMFM_01891	CDS	789	otsB	3.1.3.12		Trehalose-phosphate phosphatase
MFCJNMFM_01892	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MFCJNMFM_01893	CDS	429	uspC		COG0589	Universal stress protein C
MFCJNMFM_01894	CDS	1584	yagG_2		COG2211	Putative glycoside/cation symporter YagG
MFCJNMFM_01895	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
MFCJNMFM_01896	CDS	1734	argS	6.1.1.19		Arginine--tRNA ligase
MFCJNMFM_01897	CDS	570	yecM		COG3102	Protein YecM
MFCJNMFM_01898	CDS	744	cutC_1			PF03932 family protein CutC
MFCJNMFM_01899	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
MFCJNMFM_01900	CDS	744	cmoA	2.1.3.-	COG2226	Carboxy-S-adenosyl-L-methionine synthase
MFCJNMFM_01901	CDS	396	yecN		COG3788	Inner membrane protein YecN
MFCJNMFM_01902	CDS	774				hypothetical protein
MFCJNMFM_01903	CDS	1260	intQ		COG0582	Putative defective protein IntQ
MFCJNMFM_01904	CDS	246				hypothetical protein
MFCJNMFM_01905	CDS	195				hypothetical protein
MFCJNMFM_01906	CDS	507				hypothetical protein
MFCJNMFM_01907	CDS	528				hypothetical protein
MFCJNMFM_01908	CDS	159				hypothetical protein
MFCJNMFM_01909	CDS	681				hypothetical protein
MFCJNMFM_01910	CDS	846				hypothetical protein
MFCJNMFM_01911	CDS	285				hypothetical protein
MFCJNMFM_01912	CDS	159				hypothetical protein
MFCJNMFM_01913	CDS	177				hypothetical protein
MFCJNMFM_01914	CDS	837				hypothetical protein
MFCJNMFM_01915	CDS	180				hypothetical protein
MFCJNMFM_01916	CDS	492	lexA_1	3.4.21.88		LexA repressor
MFCJNMFM_01917	CDS	228				hypothetical protein
MFCJNMFM_01918	CDS	321				hypothetical protein
MFCJNMFM_01919	CDS	153				hypothetical protein
MFCJNMFM_01920	CDS	861				hypothetical protein
MFCJNMFM_01921	CDS	849	dnaA_2			Chromosomal replication initiator protein DnaA
MFCJNMFM_01922	CDS	294				hypothetical protein
MFCJNMFM_01923	CDS	546				hypothetical protein
MFCJNMFM_01924	CDS	750				hypothetical protein
MFCJNMFM_01925	CDS	426				hypothetical protein
MFCJNMFM_01926	CDS	726				hypothetical protein
MFCJNMFM_01927	CDS	546				hypothetical protein
MFCJNMFM_01928	CDS	456				hypothetical protein
MFCJNMFM_01929	CDS	171				hypothetical protein
MFCJNMFM_01930	CDS	639				hypothetical protein
MFCJNMFM_01931	CDS	642				hypothetical protein
MFCJNMFM_01932	CDS	141				hypothetical protein
MFCJNMFM_01933	CDS	690				hypothetical protein
MFCJNMFM_01934	tRNA	76				tRNA-Thr(tgt)
MFCJNMFM_01935	tRNA	77				tRNA-Arg(tct)
MFCJNMFM_01936	CDS	225				hypothetical protein
