locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFOCILDN_00857	CDS	837	ydiB_1	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
CFOCILDN_00858	CDS	1323	dgoT_1		COG2271	D-galactonate transporter
CFOCILDN_00859	CDS	1854	quiC1	4.2.1.118	COG1082	3-dehydroshikimate dehydratase
CFOCILDN_00860	CDS	639	nicS		COG1309	HTH-type transcriptional repressor NicS
CFOCILDN_00861	CDS	213	fumD	4.2.1.2		Fumarase D
CFOCILDN_00862	CDS	1413	pykF	2.7.1.40		Pyruvate kinase I
CFOCILDN_00863	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
CFOCILDN_00864	CDS	987	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
CFOCILDN_00865	CDS	417	sufE			Cysteine desulfuration protein SufE
CFOCILDN_00866	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
CFOCILDN_00867	CDS	1275	sufD		COG0719	Iron-sulfur cluster assembly protein SufD
CFOCILDN_00868	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
CFOCILDN_00869	CDS	1488	sufB		COG0719	Iron-sulfur cluster assembly protein SufB
CFOCILDN_00870	CDS	378	sufA		COG0316	Iron-sulfur cluster assembly protein SufA
CFOCILDN_00871	CDS	198				hypothetical protein
CFOCILDN_00872	CDS	396				hypothetical protein
CFOCILDN_00873	CDS	627				hypothetical protein
CFOCILDN_00874	CDS	1185	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
CFOCILDN_00875	CDS	3093	acrD		COG0841	putative aminoglycoside efflux pump
CFOCILDN_00876	CDS	1110	mdtA_1			Multidrug resistance protein MdtA
CFOCILDN_00877	CDS	537				hypothetical protein
CFOCILDN_00878	CDS	987				hypothetical protein
CFOCILDN_00879	CDS	912	hdfR_2			HTH-type transcriptional regulator HdfR
CFOCILDN_00880	CDS	999				hypothetical protein
CFOCILDN_00881	CDS	1038	hmuU_1		COG0609	Hemin transport system permease protein HmuU
CFOCILDN_00882	CDS	762	fecE	7.2.2.18	COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
CFOCILDN_00883	CDS	1233	mdtH_1		COG0477	Multidrug resistance protein MdtH
CFOCILDN_00884	CDS	1032	xecA1	4.4.1.23	COG0620	2-hydroxypropyl-CoM lyase
CFOCILDN_00885	CDS	981				hypothetical protein
CFOCILDN_00886	CDS	321				hypothetical protein
CFOCILDN_00887	CDS	249				hypothetical protein
CFOCILDN_00888	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
CFOCILDN_00889	CDS	3057	ydiJ	1.1.99.39	COG0247	D-2-hydroxyglutarate dehydrogenase
CFOCILDN_00890	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
CFOCILDN_00891	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
CFOCILDN_00892	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
CFOCILDN_00893	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
CFOCILDN_00894	CDS	228				hypothetical protein
CFOCILDN_00895	CDS	1443	selO	2.7.7.-	COG0397	Protein nucleotidyltransferase SelO
CFOCILDN_00896	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
CFOCILDN_00897	CDS	750	btuD_1	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
CFOCILDN_00898	CDS	552	btuE	1.11.1.24	COG0386	Thioredoxin/glutathione peroxidase BtuE
CFOCILDN_00899	CDS	801	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
CFOCILDN_00900	CDS	987	btuC		COG4139	Vitamin B12 import system permease protein BtuC
CFOCILDN_00901	CDS	1434				hypothetical protein
CFOCILDN_00902	CDS	915	admX			HTH-type transcriptional regulator AdmX
CFOCILDN_00903	CDS	1254	dadA_1	1.4.99.-		D-amino acid dehydrogenase
CFOCILDN_00904	CDS	369	amnD	3.5.99.5		2-aminomuconate deaminase
CFOCILDN_00905	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
CFOCILDN_00906	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
CFOCILDN_00907	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CFOCILDN_00908	CDS	357	rplT		COG0292	Large ribosomal subunit protein bL20
CFOCILDN_00909	CDS	198	rpmI		COG0291	Large ribosomal subunit protein bL35
CFOCILDN_00910	CDS	435	infC		COG0290	Translation initiation factor IF-3
CFOCILDN_00911	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
CFOCILDN_00912	CDS	234				hypothetical protein
CFOCILDN_00913	CDS	759				hypothetical protein
CFOCILDN_00914	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
CFOCILDN_00915	CDS	285				hypothetical protein
CFOCILDN_00916	CDS	873		2.7.1.-		putative ketoamine kinase
CFOCILDN_00917	CDS	738	tonB			Protein TonB
CFOCILDN_00918	CDS	297	yciI		COG2350	Protein YciI
CFOCILDN_00919	CDS	648	yceI		COG2353	Protein YceI
CFOCILDN_00920	CDS	207				hypothetical protein
CFOCILDN_00921	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
CFOCILDN_00922	CDS	330	yciU		COG3099	Putative double-stranded DNA mimic protein YciU
CFOCILDN_00923	CDS	834				hypothetical protein
CFOCILDN_00924	CDS	1005	oppF_1	7.4.2.6		Oligopeptide transport ATP-binding protein OppF
CFOCILDN_00925	CDS	1014	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
CFOCILDN_00926	CDS	909	oppC			Oligopeptide transport system permease protein OppC
CFOCILDN_00927	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
CFOCILDN_00928	CDS	1635	oppA_1		COG4166	Periplasmic oligopeptide-binding protein OppA
CFOCILDN_00929	CDS	648				hypothetical protein
CFOCILDN_00930	CDS	2676	adhE_1		COG1012	Bifunctional aldehyde-alcohol dehydrogenase AdhE
CFOCILDN_00931	CDS	528	tdk	2.7.1.21	COG1435	Thymidine kinase
CFOCILDN_00932	CDS	408	hns		COG2916	DNA-binding protein H-NS
CFOCILDN_00933	CDS	903	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CFOCILDN_00934	CDS	1014	rssB		COG0745	Regulator of RpoS
CFOCILDN_00935	CDS	903			COG1752	putative NTE family protein
CFOCILDN_00936	CDS	459				hypothetical protein
CFOCILDN_00937	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
CFOCILDN_00938	tRNA	77				tRNA-Tyr(gta)
CFOCILDN_00939	rRNA	116				5S ribosomal RNA
CFOCILDN_00940	CDS	318				hypothetical protein
CFOCILDN_00941	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
CFOCILDN_00942	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
CFOCILDN_00943	CDS	1068				hypothetical protein
CFOCILDN_00944	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
CFOCILDN_00945	CDS	330	qacC			Quaternary ammonium compound-resistance protein QacC
CFOCILDN_00946	CDS	414	mdtJ_2			Spermidine export protein MdtJ
CFOCILDN_00947	CDS	669				hypothetical protein
CFOCILDN_00948	CDS	621	pduL_1	2.3.1.222		Phosphate propanoyltransferase
CFOCILDN_00949	CDS	399	ccmK			Carboxysome shell protein CcmK
CFOCILDN_00950	CDS	948	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
CFOCILDN_00951	CDS	3387	cutC_1	4.3.99.4		Choline trimethylamine-lyase
CFOCILDN_00952	CDS	1182	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
CFOCILDN_00953	CDS	267	ccmL			Carboxysome shell vertex protein CcmL
CFOCILDN_00954	CDS	1602	adhE_3		COG1012	Bifunctional aldehyde-alcohol dehydrogenase AdhE
CFOCILDN_00955	CDS	279	pduJ_1			Bacterial microcompartment shell protein PduJ
CFOCILDN_00956	CDS	285			COG4577	Bacterial microcompartment protein homohexamer
CFOCILDN_00957	CDS	279	pduJ_2			Bacterial microcompartment shell protein PduJ
CFOCILDN_00958	CDS	519				hypothetical protein
CFOCILDN_00959	CDS	804				hypothetical protein
CFOCILDN_00960	CDS	585	betI_1			HTH-type transcriptional regulator BetI
CFOCILDN_00961	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
CFOCILDN_00962	CDS	909	syrM1		COG0583	HTH-type transcriptional regulator SyrM 1
CFOCILDN_00963	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
CFOCILDN_00964	CDS	1413	norG_1			HTH-type transcriptional regulator NorG
CFOCILDN_00965	CDS	165				hypothetical protein
CFOCILDN_00966	CDS	465	slyA_3			Transcriptional regulator SlyA
CFOCILDN_00967	CDS	1068	yibH_1		COG1566	Inner membrane protein YibH
CFOCILDN_00968	CDS	1065				hypothetical protein
CFOCILDN_00969	CDS	255				hypothetical protein
CFOCILDN_00970	CDS	768	hadI	3.-.-.-		2-hydroxyisocaproyl-CoA dehydratase activator
CFOCILDN_00971	CDS	1152	fldC	4.2.1.175		(R)-phenyllactyl-CoA dehydratase beta subunit
CFOCILDN_00972	CDS	240				hypothetical protein
CFOCILDN_00973	CDS	1242	mdtM_2		COG2814	Multidrug resistance protein MdtM
CFOCILDN_00974	CDS	1293				hypothetical protein
CFOCILDN_00975	CDS	663	rhtC_2		COG1280	Threonine efflux protein
CFOCILDN_00976	CDS	816	rhaS_5			HTH-type transcriptional activator RhaS
CFOCILDN_00977	CDS	927				ISNCY family transposase ISRor2
CFOCILDN_00978	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
CFOCILDN_00979	CDS	546				hypothetical protein
CFOCILDN_00980	CDS	957	yjiA	3.6.5.-	COG0523	Zinc chaperone YjiA
CFOCILDN_00981	CDS	204				hypothetical protein
CFOCILDN_00982	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
CFOCILDN_00983	CDS	624				hypothetical protein
CFOCILDN_00984	CDS	822				hypothetical protein
CFOCILDN_00985	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
CFOCILDN_00986	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
CFOCILDN_00987	CDS	891	rhaR_3			HTH-type transcriptional activator RhaR
CFOCILDN_00988	CDS	1359	ttuB_2			Putative tartrate transporter
CFOCILDN_00989	CDS	798	hpcH	4.1.2.52		4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
CFOCILDN_00990	CDS	804	hpcG	4.2.1.163	COG3971	2-oxo-hept-4-ene-1,7-dioate hydratase
CFOCILDN_00991	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
CFOCILDN_00992	CDS	858	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
CFOCILDN_00993	CDS	1467	hpcC	1.2.1.60	COG1012	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase
CFOCILDN_00994	CDS	765	hpcE_1			Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
CFOCILDN_00995	CDS	633	hpcE_2			Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
CFOCILDN_00996	CDS	441	farR			HTH-type transcriptional regulator FarR
CFOCILDN_00997	CDS	1263	hcnB	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
CFOCILDN_00998	CDS	264	hcnA	1.4.99.5	COG3383	Hydrogen cyanide synthase subunit HcnA
CFOCILDN_00999	CDS	1110	thiO	1.4.3.19		Glycine oxidase
CFOCILDN_01000	CDS	948		5.1.1.8		4-hydroxyproline 2-epimerase
CFOCILDN_01001	CDS	825	rhaS_6			HTH-type transcriptional activator RhaS
CFOCILDN_01002	CDS	921	dapA_2	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
CFOCILDN_01003	CDS	1605		1.2.1.26	COG1012	Alpha-ketoglutaric semialdehyde dehydrogenase
CFOCILDN_01004	CDS	1602	yveA		COG0531	Aspartate-proton symporter
CFOCILDN_01005	CDS	1017	lhpD	1.5.1.21		Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
CFOCILDN_01006	CDS	1221		4.1.2.42		D-threonine aldolase
CFOCILDN_01007	CDS	1440	dan	3.5.1.81	COG3653	D-aminoacylase
CFOCILDN_01008	CDS	393	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
CFOCILDN_01009	CDS	1488	opuE		COG0591	Osmoregulated proline transporter OpuE
CFOCILDN_01010	CDS	873	dgoK_1	2.7.1.58	COG3734	2-dehydro-3-deoxygalactonokinase
CFOCILDN_01011	CDS	600	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
CFOCILDN_01012	CDS	864	hexR_1		COG1737	HTH-type transcriptional regulator HexR
CFOCILDN_01013	CDS	534	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
CFOCILDN_01014	CDS	831	rimI_2	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
CFOCILDN_01015	CDS	2766	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
CFOCILDN_01016	CDS	423				hypothetical protein
CFOCILDN_01017	CDS	471	sorB_1	2.7.1.206		PTS system sorbose-specific EIIB component
CFOCILDN_01018	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
CFOCILDN_01019	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
CFOCILDN_01020	CDS	1062	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
CFOCILDN_01021	CDS	1011	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
CFOCILDN_01022	CDS	939				ISNCY family transposase ISRor2
CFOCILDN_01023	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
CFOCILDN_01024	CDS	492				hypothetical protein
CFOCILDN_01025	CDS	744	dnaC	3.6.4.-	COG1484	Replicative helicase loader DnaC
CFOCILDN_01026	CDS	540	dnaT			Replication restart protein DnaT
CFOCILDN_01027	CDS	474	yjjB		COG3610	putative succinate transporter subunit YjjB
CFOCILDN_01028	CDS	777	yjjP		COG2966	putative succinate transporter subunit YjjP
CFOCILDN_01029	CDS	1185	pobA	1.14.13.2		p-hydroxybenzoate hydroxylase
CFOCILDN_01030	CDS	882	rhaR_4			HTH-type transcriptional activator RhaR
CFOCILDN_01031	CDS	723	yjjQ		COG2197	Putative transcription factor YjjQ
CFOCILDN_01032	CDS	675	bglJ		COG2197	Transcriptional activator protein BglJ
CFOCILDN_01033	CDS	459	proS_1	6.1.1.15		Proline--tRNA ligase
CFOCILDN_01034	CDS	1344	licC_2		COG1455	Lichenan permease IIC component
CFOCILDN_01035	CDS	789	fhuF		COG4114	Ferric siderophore reductase
CFOCILDN_01036	CDS	1047				hypothetical protein
CFOCILDN_01037	CDS	354				hypothetical protein
CFOCILDN_01038	tRNA	87				tRNA-Leu(cag)
CFOCILDN_01039	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
CFOCILDN_01040	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
CFOCILDN_01041	CDS	447	rimI_3	2.3.1.266	COG0456	[Ribosomal protein bS18]-alanine N-acetyltransferase
CFOCILDN_01042	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
CFOCILDN_01043	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
CFOCILDN_01044	CDS	621	osmY		COG2823	Osmotically-inducible protein Y
CFOCILDN_01045	CDS	162				hypothetical protein
CFOCILDN_01046	CDS	1074				hypothetical protein
CFOCILDN_01047	CDS	795	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
CFOCILDN_01048	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
CFOCILDN_01049	CDS	780	deoC_2	4.1.2.4		Deoxyribose-phosphate aldolase
CFOCILDN_01050	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
CFOCILDN_01051	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
CFOCILDN_01052	CDS	720	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
CFOCILDN_01053	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
CFOCILDN_01054	CDS	648	ytjB		COG3726	putative inner membrane protein Smp
CFOCILDN_01055	CDS	972	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
CFOCILDN_01056	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
CFOCILDN_01057	CDS	1233	nadR			Trifunctional NAD biosynthesis/regulator protein NadR
CFOCILDN_01058	CDS	1668	ettA_1	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
CFOCILDN_01059	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
CFOCILDN_01060	CDS	330	trpR		COG2973	Trp operon repressor
CFOCILDN_01061	CDS	516	yjjX	3.6.1.73	COG1986	Inosine/xanthosine triphosphatase
CFOCILDN_01062	CDS	648	cobC_1	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
CFOCILDN_01063	CDS	870	rob_2			Transcriptional regulator Rob
CFOCILDN_01064	CDS	474				hypothetical protein
CFOCILDN_01065	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
CFOCILDN_01066	CDS	1425	creC	2.7.13.3	COG2205	Sensor protein CreC
CFOCILDN_01067	CDS	1359	creD		COG4452	Inner membrane protein CreD
CFOCILDN_01068	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
CFOCILDN_01069	CDS	687	trmL_1	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
CFOCILDN_01070	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
CFOCILDN_01071	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
CFOCILDN_01072	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
CFOCILDN_01073	CDS	378				hypothetical protein
CFOCILDN_01074	CDS	774	yaaA		COG3022	DNA-binding and peroxide stress resistance protein YaaA
CFOCILDN_01075	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
CFOCILDN_01076	CDS	954	talB_1	2.2.1.2	COG0176	Transaldolase B
CFOCILDN_01077	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
CFOCILDN_01078	CDS	1305	proP_1		COG0477	Proline/betaine transporter
CFOCILDN_01079	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
CFOCILDN_01080	CDS	750				hypothetical protein
CFOCILDN_01081	CDS	405				hypothetical protein
CFOCILDN_01082	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
CFOCILDN_01083	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
CFOCILDN_01084	CDS	1224	nhaA			Na(+)/H(+) antiporter NhaA
CFOCILDN_01085	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
CFOCILDN_01086	CDS	210				hypothetical protein
CFOCILDN_01087	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
CFOCILDN_01088	CDS	2853	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
CFOCILDN_01089	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
CFOCILDN_01090	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
CFOCILDN_01091	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
CFOCILDN_01092	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
CFOCILDN_01093	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
CFOCILDN_01094	CDS	930	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
CFOCILDN_01095	CDS	630				hypothetical protein
CFOCILDN_01096	CDS	705	citB_1			Transcriptional regulatory protein CitB
CFOCILDN_01097	CDS	1716	citA_1	2.7.13.3		Sensor histidine kinase CitA
CFOCILDN_01098	CDS	1302	oadB_1	7.2.4.2		Oxaloacetate decarboxylase beta chain
CFOCILDN_01099	CDS	1773	oadA_1	7.2.4.2		Oxaloacetate decarboxylase alpha chain
CFOCILDN_01100	CDS	252	oadG_1	7.2.4.2		Oxaloacetate decarboxylase gamma chain
CFOCILDN_01101	CDS	1341	citS			Citrate/sodium symporter
CFOCILDN_01102	CDS	921	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
CFOCILDN_01103	CDS	294	citD			Citrate lyase acyl carrier protein
CFOCILDN_01104	CDS	870	citE	4.1.3.6		Citrate lyase subunit beta
CFOCILDN_01105	CDS	1509	citF	4.1.3.6		Citrate lyase alpha chain
CFOCILDN_01106	CDS	909	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
CFOCILDN_01107	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CFOCILDN_01108	CDS	1149	carA_2	6.3.5.5	COG0505	Carbamoyl phosphate synthase small chain
CFOCILDN_01109	CDS	3225	carB	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
CFOCILDN_01110	CDS	234	ygdR_2			putative lipoprotein YgdR
CFOCILDN_01111	CDS	534	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
CFOCILDN_01112	CDS	1866	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
CFOCILDN_01113	CDS	480				IS1595 family transposase ISSsu9
CFOCILDN_01114	CDS	849	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
CFOCILDN_01115	CDS	378	apaG		COG2967	Protein ApaG
CFOCILDN_01116	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
CFOCILDN_01117	CDS	990	pdxA	1.1.1.262		4-hydroxythreonine-4-phosphate dehydrogenase
CFOCILDN_01118	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
CFOCILDN_01119	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
CFOCILDN_01120	CDS	828	djlA		COG1076	Co-chaperone protein DjlA
CFOCILDN_01121	CDS	699	citB_2			Transcriptional regulatory protein CitB
CFOCILDN_01122	CDS	1626	citA_2	2.7.13.3		Sensor histidine kinase CitA
CFOCILDN_01123	CDS	1365	cimH		COG3493	Citrate/malate-proton symporter
CFOCILDN_01124	CDS	540	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
CFOCILDN_01125	CDS	660	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
CFOCILDN_01126	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
CFOCILDN_01127	CDS	2358	polB	2.7.7.7	COG0417	DNA polymerase II
CFOCILDN_01128	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
CFOCILDN_01129	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
CFOCILDN_01130	CDS	1710	araB_1	2.7.1.16	COG1069	Ribulokinase
CFOCILDN_01131	CDS	846	araC_1		COG4977	Arabinose operon regulatory protein
CFOCILDN_01132	CDS	768	yabI_2		COG0586	Inner membrane protein YabI
CFOCILDN_01133	CDS	702	thiQ	7.6.2.15		Thiamine import ATP-binding protein ThiQ
CFOCILDN_01134	CDS	1611	thiP			Thiamine transport system permease protein ThiP
CFOCILDN_01135	CDS	984	thiB			Thiamine-binding periplasmic protein
CFOCILDN_01136	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
CFOCILDN_01137	CDS	153				hypothetical protein
CFOCILDN_01138	CDS	1185	setA		COG2814	Sugar efflux transporter A
CFOCILDN_01139	CDS	1311	gudP_2		COG2271	putative galactarate/D-glucarate transporter GudP
CFOCILDN_01140	CDS	897	gltC_2		COG0583	Transcriptional dual regulator GltC
CFOCILDN_01141	CDS	756	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
CFOCILDN_01142	CDS	1215	ydiM		COG0738	Inner membrane transport protein YdiM
CFOCILDN_01143	CDS	864	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
CFOCILDN_01144	CDS	2034		1.-.-.-		NADH oxidase
CFOCILDN_01145	CDS	606	leuD1	4.2.1.33		3-isopropylmalate dehydratase small subunit 1
CFOCILDN_01146	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
CFOCILDN_01147	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
CFOCILDN_01148	CDS	1572	leuA_1	2.3.3.13		2-isopropylmalate synthase
CFOCILDN_01149	CDS	951	leuO		COG0583	HTH-type transcriptional regulator LeuO
CFOCILDN_01150	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
CFOCILDN_01151	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
CFOCILDN_01152	CDS	1005	cra		COG1609	Catabolite repressor/activator
CFOCILDN_01153	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
CFOCILDN_01154	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
CFOCILDN_01155	CDS	366	ftsL		COG3116	Cell division protein FtsL
CFOCILDN_01156	CDS	1767	ftsI_1			penicillin-binding protein PBP3 FtsI
CFOCILDN_01157	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CFOCILDN_01158	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CFOCILDN_01159	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
CFOCILDN_01160	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
CFOCILDN_01161	CDS	1275	ftsW	2.4.99.28	COG0772	putative peptidoglycan glycosyltransferase FtsW
CFOCILDN_01162	CDS	1047	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
CFOCILDN_01163	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
CFOCILDN_01164	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
CFOCILDN_01165	CDS	831	ftsQ			Cell division protein FtsQ
CFOCILDN_01166	CDS	1263	ftsA		COG0849	Cell division protein FtsA
CFOCILDN_01167	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
CFOCILDN_01168	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
CFOCILDN_01169	CDS	504	secM			Secretion monitor
CFOCILDN_01170	CDS	2706	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
