locus_tag	ftype	length_bp	gene	EC_number	COG	product
KGLDIDPM_01547	CDS	348				hypothetical protein
KGLDIDPM_01548	CDS	705				hypothetical protein
KGLDIDPM_01549	CDS	366				hypothetical protein
KGLDIDPM_01550	CDS	306				hypothetical protein
KGLDIDPM_01551	CDS	234				hypothetical protein
KGLDIDPM_01552	CDS	3387				hypothetical protein
KGLDIDPM_01553	CDS	474				hypothetical protein
KGLDIDPM_01554	CDS	477				hypothetical protein
KGLDIDPM_01555	CDS	381				hypothetical protein
KGLDIDPM_01556	CDS	3078				hypothetical protein
KGLDIDPM_01557	CDS	2604				hypothetical protein
KGLDIDPM_01558	CDS	1095				hypothetical protein
KGLDIDPM_01559	CDS	1089	oatA	2.3.1.-	COG1835	O-acetyltransferase OatA
KGLDIDPM_01560	CDS	321				hypothetical protein
KGLDIDPM_01561	CDS	930	yfdC		COG2116	Inner membrane protein YfdC
KGLDIDPM_01562	CDS	762	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
KGLDIDPM_01563	CDS	1323	fadL		COG2067	Long-chain fatty acid transport protein
KGLDIDPM_01564	CDS	285				hypothetical protein
KGLDIDPM_01565	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
KGLDIDPM_01566	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
KGLDIDPM_01567	CDS	387	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
KGLDIDPM_01568	CDS	552	smrB	3.1.-.-	COG2840	Ribosome rescue factor SmrB
KGLDIDPM_01569	CDS	933	prmB	2.1.1.298	COG2890	Ribosomal protein uL3 glutamine methyltransferase
KGLDIDPM_01570	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
KGLDIDPM_01571	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
KGLDIDPM_01572	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
KGLDIDPM_01573	CDS	549	epmC	1.14.13.-	COG3101	Elongation factor P lysine hydroxylase
KGLDIDPM_01574	CDS	282				hypothetical protein
KGLDIDPM_01575	CDS	1989	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
KGLDIDPM_01576	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
KGLDIDPM_01577	CDS	1176	yfcJ_1		COG2814	putative MFS-type transporter YfcJ
KGLDIDPM_01578	CDS	1062	flk			Flagellar regulator flk
KGLDIDPM_01579	CDS	1137	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
KGLDIDPM_01580	CDS	1014	usg		COG0136	USG-1 protein
KGLDIDPM_01581	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KGLDIDPM_01582	CDS	660	dedA			DedA family protein
KGLDIDPM_01583	CDS	984	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KGLDIDPM_01584	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
KGLDIDPM_01585	CDS	690	dedD		COG3147	Cell division protein DedD
KGLDIDPM_01586	CDS	489	cvpA		COG1286	Colicin V production protein
KGLDIDPM_01587	CDS	1518	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KGLDIDPM_01588	CDS	570	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
KGLDIDPM_01589	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
KGLDIDPM_01590	CDS	783	hisJ_1			Histidine-binding periplasmic protein
KGLDIDPM_01591	CDS	687	hisQ_1			Histidine/lysine/arginine/ornithine transport system permease protein HisQ
KGLDIDPM_01592	CDS	717	hisM		COG4160	Histidine/lysine/arginine/ornithine transport system permease protein HisM
KGLDIDPM_01593	CDS	774	hisP	7.4.2.1	COG4598	Histidine/lysine/arginine/ornithine transport ATP-binding protein HisP
KGLDIDPM_01594	CDS	528				hypothetical protein
KGLDIDPM_01595	CDS	894				Epimerase family protein
KGLDIDPM_01596	CDS	363	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
KGLDIDPM_01597	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
KGLDIDPM_01598	CDS	639	yfcF	2.5.1.18	COG0625	Glutathione S-transferase YfcF
KGLDIDPM_01599	CDS	552	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
KGLDIDPM_01600	CDS	552	yfcD	3.6.-.-	COG1443	putative Nudix hydrolase YfcD
KGLDIDPM_01601	CDS	2148	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
KGLDIDPM_01602	CDS	1203	ackA	2.7.2.1		Acetate kinase AckA
KGLDIDPM_01603	CDS	456				hypothetical protein
KGLDIDPM_01604	CDS	495				hypothetical protein
KGLDIDPM_01605	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
KGLDIDPM_01606	CDS	1833				hypothetical protein
KGLDIDPM_01607	CDS	600	yfbR_1	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
KGLDIDPM_01608	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
KGLDIDPM_01609	CDS	927	lrhA_1		COG0583	putative HTH-type transcriptional regulator LrhA
KGLDIDPM_01610	CDS	360	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
KGLDIDPM_01611	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
KGLDIDPM_01612	CDS	1809	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
KGLDIDPM_01613	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
KGLDIDPM_01614	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
KGLDIDPM_01615	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
KGLDIDPM_01616	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
KGLDIDPM_01617	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
KGLDIDPM_01618	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
KGLDIDPM_01619	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
KGLDIDPM_01620	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KGLDIDPM_01621	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
KGLDIDPM_01622	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
KGLDIDPM_01623	CDS	921	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
KGLDIDPM_01624	CDS	459	elaA		COG2153	Protein ElaA
KGLDIDPM_01625	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
KGLDIDPM_01626	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KGLDIDPM_01627	CDS	759	menH_2	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KGLDIDPM_01628	CDS	858	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
KGLDIDPM_01629	CDS	966	menC	4.2.1.113		o-succinylbenzoate synthase
KGLDIDPM_01630	CDS	1377	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
KGLDIDPM_01631	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
KGLDIDPM_01632	CDS	942				ISNCY family transposase ISRor2
KGLDIDPM_01633	CDS	543				hypothetical protein
KGLDIDPM_01634	CDS	1197	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
KGLDIDPM_01635	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
KGLDIDPM_01636	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
KGLDIDPM_01637	CDS	1293	rhmT		COG2271	Inner membrane transport protein RhmT
KGLDIDPM_01638	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
KGLDIDPM_01639	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
KGLDIDPM_01640	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
KGLDIDPM_01641	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
KGLDIDPM_01642	CDS	1347	glpT_1		COG2271	Glycerol-3-phosphate transporter
KGLDIDPM_01643	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
KGLDIDPM_01644	CDS	255				hypothetical protein
KGLDIDPM_01645	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
KGLDIDPM_01646	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
KGLDIDPM_01647	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
KGLDIDPM_01648	CDS	2634	gyrA			DNA gyrase subunit A GyrA
KGLDIDPM_01649	CDS	2841	rcsC_2	2.7.13.3	COG0784	Sensor histidine kinase RcsC
KGLDIDPM_01650	CDS	651	rcsB			Transcriptional regulatory protein RcsB
KGLDIDPM_01651	CDS	2658	rcsD	2.7.2.-	COG0642	Phosphotransferase RcsD
KGLDIDPM_01652	CDS	1122	ompC			Outer membrane porin C
KGLDIDPM_01653	CDS	1053	apbE_1	2.7.1.180		FAD:protein FMN transferase
KGLDIDPM_01654	CDS	1065	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
KGLDIDPM_01655	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
KGLDIDPM_01656	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
KGLDIDPM_01657	CDS	1437	mgtE_2		COG2239	Magnesium transporter MgtE
KGLDIDPM_01658	CDS	1239				hypothetical protein
KGLDIDPM_01659	CDS	1635	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
KGLDIDPM_01660	CDS	492	eco		COG4574	Ecotin
KGLDIDPM_01661	CDS	1110			COG0628	Putative transport protein
KGLDIDPM_01662	tRNA	77				tRNA-Pro(ggg)
KGLDIDPM_01663	CDS	1761	yejM			Inner membrane protein YejM
KGLDIDPM_01664	CDS	264				hypothetical protein
KGLDIDPM_01665	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
KGLDIDPM_01666	CDS	762	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
KGLDIDPM_01667	CDS	597	nudK_2	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
KGLDIDPM_01668	CDS	1287				hypothetical protein
KGLDIDPM_01669	CDS	888				hypothetical protein
KGLDIDPM_01670	CDS	285	rplY		COG1825	Large ribosomal subunit protein bL25
KGLDIDPM_01671	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
KGLDIDPM_01672	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
KGLDIDPM_01673	CDS	1197	bcr_2		COG2814	Bicyclomycin resistance protein
KGLDIDPM_01674	CDS	345	yejG			putative protein YejG
KGLDIDPM_01675	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
KGLDIDPM_01676	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
KGLDIDPM_01677	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
KGLDIDPM_01678	CDS	1806	yejA		COG4166	putative protein YejA
KGLDIDPM_01679	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
KGLDIDPM_01680	CDS	570	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
KGLDIDPM_01681	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
KGLDIDPM_01682	CDS	978	yeiR	3.6.5.-	COG0523	Zinc chaperone YeiR
KGLDIDPM_01683	CDS	1467	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
KGLDIDPM_01684	CDS	1191	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
KGLDIDPM_01685	CDS	573	yeiP		COG0231	Elongation factor P-like protein
KGLDIDPM_01686	CDS	780				hypothetical protein
KGLDIDPM_01687	CDS	1182	setB		COG2814	Sugar efflux transporter B
KGLDIDPM_01688	CDS	1131	fruB_1			Multiphosphoryl transfer protein
KGLDIDPM_01689	CDS	939	fruK	2.7.1.56	COG1105	1-phosphofructokinase
KGLDIDPM_01690	CDS	1695	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
KGLDIDPM_01691	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
KGLDIDPM_01692	CDS	1050				hypothetical protein
KGLDIDPM_01693	CDS	867	yeiE		COG0583	putative HTH-type transcriptional regulator YeiE
KGLDIDPM_01694	CDS	1470	lysP		COG0833	Lysine-specific permease LysP
KGLDIDPM_01695	CDS	1974	cirA			catecholate siderophore receptor CirA
KGLDIDPM_01696	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
KGLDIDPM_01697	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
KGLDIDPM_01698	CDS	1158				hypothetical protein
KGLDIDPM_01699	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
KGLDIDPM_01700	CDS	999	mglB		COG1879	D-galactose/methyl-galactoside binding periplasmic protein MglB
KGLDIDPM_01701	CDS	1521	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
KGLDIDPM_01702	CDS	1011	mglC		COG4211	Galactose/methyl galactoside import permease protein MglC
KGLDIDPM_01703	CDS	717				hypothetical protein
KGLDIDPM_01704	CDS	885	cdd	3.5.4.5		Cytidine deaminase
KGLDIDPM_01705	CDS	699	yohK_1		COG1346	Inner membrane protein YohK
KGLDIDPM_01706	CDS	399				hypothetical protein
KGLDIDPM_01707	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
KGLDIDPM_01708	CDS	1365	oprB			Porin B
KGLDIDPM_01709	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
KGLDIDPM_01710	CDS	1863	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
KGLDIDPM_01711	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
KGLDIDPM_01712	CDS	1440	opmQ			Pyoverdine export outer membrane protein OpmQ
KGLDIDPM_01713	CDS	570	yohD		COG0586	Inner membrane protein YohD
KGLDIDPM_01714	CDS	588	yohC			Inner membrane protein YohC
KGLDIDPM_01715	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
KGLDIDPM_01716	CDS	555	pat_2	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
KGLDIDPM_01717	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
KGLDIDPM_01718	CDS	2298		3.2.1.-	COG1472	Beta-xylosidase
KGLDIDPM_01719	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
KGLDIDPM_01720	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
KGLDIDPM_01721	CDS	948	yehX	7.4.2.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
KGLDIDPM_01722	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
KGLDIDPM_01723	CDS	114				hypothetical protein
KGLDIDPM_01724	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
KGLDIDPM_01725	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
KGLDIDPM_01726	CDS	471				hypothetical protein
KGLDIDPM_01727	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
KGLDIDPM_01728	CDS	1110	apbC			Iron-sulfur cluster carrier protein
KGLDIDPM_01729	CDS	462	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
KGLDIDPM_01730	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
KGLDIDPM_01731	CDS	900	dmlR_1		COG0583	HTH-type transcriptional regulator DmlR
KGLDIDPM_01732	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
KGLDIDPM_01733	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
KGLDIDPM_01734	CDS	915	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
KGLDIDPM_01735	CDS	423				hypothetical protein
KGLDIDPM_01736	CDS	774	thiM	2.7.1.50		Hydroxyethylthiazole kinase
KGLDIDPM_01737	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
KGLDIDPM_01738	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
KGLDIDPM_01739	CDS	1284	csbX_1		COG2814	Alpha-ketoglutarate permease
KGLDIDPM_01740	CDS	1608	araB_1	2.7.1.16	COG1069	Ribulokinase
KGLDIDPM_01741	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
KGLDIDPM_01742	CDS	1002	purR_1			HTH-type transcriptional repressor PurR
KGLDIDPM_01743	CDS	942	eryD			Erythritol catabolism regulatory protein EryD
KGLDIDPM_01744	CDS	1368	mtlK	1.1.1.67		Mannitol 2-dehydrogenase
KGLDIDPM_01745	CDS	1461	xylB_2	2.7.1.17	COG1070	Xylulose kinase
KGLDIDPM_01746	CDS	1161	csbX_2		COG2814	Alpha-ketoglutarate permease
KGLDIDPM_01747	CDS	663	hxpB_1	3.1.3.68	COG0637	Hexitol phosphatase B
KGLDIDPM_01748	CDS	1155	gci	5.5.1.27	COG4948	D-galactarolactone cycloisomerase
KGLDIDPM_01749	CDS	1623	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
KGLDIDPM_01750	CDS	1038	dppB_2			Di/tripeptide transport system permease protein DppB
KGLDIDPM_01751	CDS	906	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
KGLDIDPM_01752	CDS	864	oppD_1	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
KGLDIDPM_01753	CDS	774	oppF_1	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
KGLDIDPM_01754	CDS	897	yegS	2.7.1.-		putative lipid kinase YegS
KGLDIDPM_01755	CDS	1362	trhP	3.4.-.-	COG0826	tRNA hydroxylation protein P
KGLDIDPM_01756	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
KGLDIDPM_01757	CDS	1479	baeS			two-component system sensor histidine kinase BaeS
KGLDIDPM_01758	CDS	1416	mdtD		COG2814	Putative multidrug resistance protein MdtD
KGLDIDPM_01759	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
KGLDIDPM_01760	CDS	3123	mdtB			Multidrug resistance protein MdtB
KGLDIDPM_01761	CDS	1230	mdtA_1		COG0845	Multidrug resistance protein MdtA
KGLDIDPM_01762	CDS	1275	dctA_2		COG1301	C4-dicarboxylate transport protein
KGLDIDPM_01763	CDS	612				hypothetical protein
KGLDIDPM_01764	CDS	141				hypothetical protein
KGLDIDPM_01765	CDS	702	phoP_1			Virulence transcriptional regulatory protein PhoP
KGLDIDPM_01766	CDS	1857	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
KGLDIDPM_01767	CDS	1353	dnaK_1			Chaperone protein DnaK
KGLDIDPM_01768	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
KGLDIDPM_01769	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
KGLDIDPM_01770	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
KGLDIDPM_01771	CDS	1848				hypothetical protein
KGLDIDPM_01772	CDS	1584				hypothetical protein
KGLDIDPM_01773	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
KGLDIDPM_01774	CDS	630				hypothetical protein
KGLDIDPM_01775	CDS	1440				hypothetical protein
KGLDIDPM_01776	CDS	1134	wza		COG1596	Putative polysaccharide export protein Wza
KGLDIDPM_01777	CDS	2160		2.7.10.-		Putative tyrosine-protein kinase in cps region
KGLDIDPM_01778	CDS	1419	rfbP	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
KGLDIDPM_01779	CDS	1260				hypothetical protein
KGLDIDPM_01780	CDS	873				hypothetical protein
KGLDIDPM_01781	CDS	819	wbbD	2.4.1.303		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
KGLDIDPM_01782	CDS	1056				hypothetical protein
KGLDIDPM_01783	CDS	1080	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
KGLDIDPM_01784	CDS	903				hypothetical protein
KGLDIDPM_01785	CDS	828				hypothetical protein
KGLDIDPM_01786	CDS	1305	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
KGLDIDPM_01787	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
KGLDIDPM_01788	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KGLDIDPM_01789	CDS	1005	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
KGLDIDPM_01790	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
KGLDIDPM_01791	CDS	741	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
KGLDIDPM_01792	CDS	1896				hypothetical protein
KGLDIDPM_01793	CDS	1155	rfbD	5.4.99.9		UDP-galactopyranose mutase
KGLDIDPM_01794	CDS	894				hypothetical protein
KGLDIDPM_01795	CDS	1131	pglA	2.4.1.290	COG0438	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
KGLDIDPM_01796	CDS	1209	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
KGLDIDPM_01797	CDS	1461				hypothetical protein
KGLDIDPM_01798	CDS	981	ykoT	2.4.-.-	COG0463	putative glycosyltransferase YkoT
KGLDIDPM_01799	CDS	378				hypothetical protein
KGLDIDPM_01800	CDS	600	hisI			Histidine biosynthesis bifunctional protein HisIE
KGLDIDPM_01801	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
KGLDIDPM_01802	CDS	738	hisA	5.3.1.16		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
KGLDIDPM_01803	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
KGLDIDPM_01804	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
KGLDIDPM_01805	CDS	1062	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
KGLDIDPM_01806	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
KGLDIDPM_01807	CDS	900	hisG	2.4.2.17		ATP phosphoribosyltransferase
KGLDIDPM_01808	CDS	825	yeeZ		COG0451	Protein YeeZ
KGLDIDPM_01809	CDS	891	yhaJ_2		COG0583	HTH-type transcriptional regulator YhaJ
KGLDIDPM_01810	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
KGLDIDPM_01811	CDS	312				hypothetical protein
KGLDIDPM_01812	CDS	2103	fusA1_2			elongation factor G FusA1
KGLDIDPM_01813	CDS	786				IS3 family transposase ISKpn1
KGLDIDPM_01814	CDS	522				IS3 family transposase ISKpn1
KGLDIDPM_01815	CDS	1425	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
KGLDIDPM_01816	CDS	1164	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
KGLDIDPM_01817	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
KGLDIDPM_01818	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
KGLDIDPM_01819	CDS	324	tmaR		COG2926	Pole-localizer protein TmaR
KGLDIDPM_01820	CDS	741	cobS_1	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
KGLDIDPM_01821	CDS	1068	cobT_2	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
KGLDIDPM_01822	CDS	1110	ahcY	3.13.2.1	COG0499	Adenosylhomocysteinase
KGLDIDPM_01823	CDS	732				hypothetical protein
KGLDIDPM_01824	CDS	390				hypothetical protein
KGLDIDPM_01825	CDS	957	dmlR_2		COG0583	HTH-type transcriptional regulator DmlR
KGLDIDPM_01826	CDS	741	lipL	2.3.1.204		Lipoyl-[GcvH]:protein N-lipoyltransferase
KGLDIDPM_01827	CDS	1320	shiA_1		COG0477	Shikimate transporter
KGLDIDPM_01828	CDS	381				hypothetical protein
KGLDIDPM_01829	CDS	1788				hypothetical protein
KGLDIDPM_01830	CDS	333	yeaR_1		COG3615	putative protein YeaR
KGLDIDPM_01831	CDS	336				hypothetical protein
KGLDIDPM_01832	CDS	915	gcvA_2		COG0583	Glycine cleavage system transcriptional activator
KGLDIDPM_01833	CDS	576				hypothetical protein
KGLDIDPM_01834	CDS	837	cpo	1.11.1.-		Non-heme chloroperoxidase
KGLDIDPM_01835	CDS	972				hypothetical protein
KGLDIDPM_01836	CDS	1104				hypothetical protein
KGLDIDPM_01837	tRNA	76				tRNA-Asn(gtt)
KGLDIDPM_01838	CDS	1437	yeeO		COG0534	putative FMN/FAD exporter YeeO
KGLDIDPM_01839	tRNA	76				tRNA-Asn(gtt)
KGLDIDPM_01840	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
KGLDIDPM_01841	CDS	246	pmrD			Signal transduction protein PmrD
KGLDIDPM_01842	CDS	1623	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KGLDIDPM_01843	CDS	933				hypothetical protein
KGLDIDPM_01844	CDS	978	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
KGLDIDPM_01845	CDS	705	acuR		COG1309	Transcriptional regulator AcuR
KGLDIDPM_01846	CDS	1635				hypothetical protein
KGLDIDPM_01847	tRNA	76				tRNA-Asn(gtt)
KGLDIDPM_01848	CDS	918	argP_2			HTH-type transcriptional regulator ArgP
KGLDIDPM_01849	CDS	951	cbl		COG0583	HTH-type transcriptional regulator cbl
KGLDIDPM_01850	CDS	942	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
KGLDIDPM_01851	CDS	921				HTH-type transcriptional regulator
KGLDIDPM_01852	CDS	390	yjgH		COG0251	RutC family protein YjgH
KGLDIDPM_01853	tRNA	76				tRNA-Asn(gtt)
KGLDIDPM_01854	CDS	798	mtfA	3.4.11.-		Mlc titration factor A
KGLDIDPM_01855	tRNA	90				tRNA-Ser(cga)
KGLDIDPM_01856	CDS	1146	ompN_1		COG3203	Outer membrane porin N
KGLDIDPM_01857	CDS	282	drpB			Cell division protein DrpB
